,State,Day,YOYPctChange
8046,Oklahoma,2/18/20,51.0
8047,Oklahoma,2/19/20,13.0
8048,Oklahoma,2/20/20,-4.0
8049,Oklahoma,2/21/20,4.0
8050,Oklahoma,2/22/20,-2.0
8051,Oklahoma,2/23/20,-8.0
8052,Oklahoma,2/24/20,-5.0
8053,Oklahoma,2/25/20,3.0
8054,Oklahoma,2/26/20,40.0
8055,Oklahoma,2/27/20,1.0
8056,Oklahoma,2/28/20,2.0
8057,Oklahoma,2/29/20,8.0
8058,Oklahoma,3/1/20,40.0
8059,Oklahoma,3/2/20,-12.0
8060,Oklahoma,3/3/20,5.0
8061,Oklahoma,3/4/20,0.0
8062,Oklahoma,3/5/20,3.0
8063,Oklahoma,3/6/20,2.0
8064,Oklahoma,3/7/20,0.0
8065,Oklahoma,3/8/20,-10.0
8066,Oklahoma,3/9/20,0.0
8067,Oklahoma,3/10/20,-4.0
8068,Oklahoma,3/11/20,-7.0
8069,Oklahoma,3/12/20,1.0
8070,Oklahoma,3/13/20,-20.0
8071,Oklahoma,3/14/20,-29.0
8072,Oklahoma,3/15/20,-31.0
8073,Oklahoma,3/16/20,-53.0
8074,Oklahoma,3/17/20,-83.0
8075,Oklahoma,3/18/20,-70.0
8076,Oklahoma,3/19/20,-99.28
8077,Oklahoma,3/20/20,-99.29
8078,Oklahoma,3/21/20,-99.31
8079,Oklahoma,3/22/20,-100.0
8080,Oklahoma,3/23/20,-100.0
8081,Oklahoma,3/24/20,-99.9
8082,Oklahoma,3/25/20,-100.0
8083,Oklahoma,3/26/20,-100.0
8084,Oklahoma,3/27/20,-100.0
8085,Oklahoma,3/28/20,-100.0
8086,Oklahoma,3/29/20,-100.0
8087,Oklahoma,3/30/20,-100.0
8088,Oklahoma,3/31/20,-100.0
8089,Oklahoma,4/1/20,-100.0
8090,Oklahoma,4/2/20,-100.0
8091,Oklahoma,4/3/20,-100.0
8092,Oklahoma,4/4/20,-100.0
8093,Oklahoma,4/5/20,-100.0
8094,Oklahoma,4/6/20,-100.0
8095,Oklahoma,4/7/20,-100.0
8096,Oklahoma,4/8/20,-100.0
8097,Oklahoma,4/9/20,-100.0
8098,Oklahoma,4/10/20,-100.0
8099,Oklahoma,4/11/20,-100.0
8100,Oklahoma,4/12/20,-100.0
8101,Oklahoma,4/13/20,-100.0
8102,Oklahoma,4/14/20,-100.0
8103,Oklahoma,4/15/20,-100.0
8104,Oklahoma,4/16/20,-100.0
8105,Oklahoma,4/17/20,-100.0
8106,Oklahoma,4/18/20,-100.0
8107,Oklahoma,4/19/20,-100.0
8108,Oklahoma,4/20/20,-100.0
8109,Oklahoma,4/21/20,-100.0
8110,Oklahoma,4/22/20,-100.0
8111,Oklahoma,4/23/20,-100.0
8112,Oklahoma,4/24/20,-100.0
8113,Oklahoma,4/25/20,-100.0
8114,Oklahoma,4/26/20,-100.0
8115,Oklahoma,4/27/20,-100.0
8116,Oklahoma,4/28/20,-100.0
8117,Oklahoma,4/29/20,-100.0
8118,Oklahoma,4/30/20,-100.0
8119,Oklahoma,5/1/20,-90.79
8120,Oklahoma,5/2/20,-91.22
8121,Oklahoma,5/3/20,-91.09
8122,Oklahoma,5/4/20,-92.85
8123,Oklahoma,5/5/20,-92.77
8124,Oklahoma,5/6/20,-88.32
8125,Oklahoma,5/7/20,-86.79
8126,Oklahoma,5/8/20,-82.86
8127,Oklahoma,5/9/20,-82.54
8128,Oklahoma,5/10/20,-81.86
8129,Oklahoma,5/11/20,-85.04
8130,Oklahoma,5/12/20,-85.29
8131,Oklahoma,5/13/20,-79.15
8132,Oklahoma,5/14/20,-76.42
8133,Oklahoma,5/15/20,-72.86
8134,Oklahoma,5/16/20,-64.99
8135,Oklahoma,5/17/20,-73.4
8136,Oklahoma,5/18/20,-29.18
8137,Oklahoma,5/19/20,-75.65
8138,Oklahoma,5/20/20,-60.62
8139,Oklahoma,5/21/20,-70.08
8140,Oklahoma,5/22/20,-58.82
8141,Oklahoma,5/23/20,-65.18
8142,Oklahoma,5/24/20,-60.16
8143,Oklahoma,5/25/20,-69.01
8144,Oklahoma,5/26/20,-57.21
8145,Oklahoma,5/27/20,-58.27
8146,Oklahoma,5/28/20,-59.73
8147,Oklahoma,5/29/20,-48.13
8148,Oklahoma,5/30/20,-54.99
8149,Oklahoma,5/31/20,-52.74
8150,Oklahoma,6/1/20,-54.59
8151,Oklahoma,6/2/20,-54.16
8152,Oklahoma,6/3/20,-40.45
8153,Oklahoma,6/4/20,-40.43
8154,Oklahoma,6/5/20,-34.52
8155,Oklahoma,6/6/20,-31.53
8156,Oklahoma,6/7/20,-30.58
8157,Oklahoma,6/8/20,-39.53
8158,Oklahoma,6/9/20,-33.1
8159,Oklahoma,6/10/20,-19.14
8160,Oklahoma,6/11/20,-19.03
8161,Oklahoma,6/12/20,-23.44
8162,Oklahoma,6/13/20,-23.55
8163,Oklahoma,6/14/20,-61.91
8164,Oklahoma,6/15/20,-45.71
8165,Oklahoma,6/16/20,-34.57
8166,Oklahoma,6/17/20,-29.37
8167,Oklahoma,6/18/20,-35.67
8168,Oklahoma,6/19/20,-26.27
8169,Oklahoma,6/20/20,-27.16
8170,Oklahoma,6/21/20,6.03
8171,Oklahoma,6/22/20,-35.23
8172,Oklahoma,6/23/20,-37.44
8173,Oklahoma,6/24/20,-34.19
8174,Oklahoma,6/25/20,-31.55
8175,Oklahoma,6/26/20,-29.75
8176,Oklahoma,6/27/20,-33.27
8177,Oklahoma,6/28/20,-33.77
8178,Oklahoma,6/29/20,-49.92
8179,Oklahoma,6/30/20,-35.13
8180,Oklahoma,7/1/20,-33.99
8181,Oklahoma,7/2/20,41.99
8182,Oklahoma,7/3/20,-30.66
8183,Oklahoma,7/4/20,-80.19
8184,Oklahoma,7/5/20,-46.41
8185,Oklahoma,7/6/20,-49.04
8186,Oklahoma,7/7/20,-42.72
8187,Oklahoma,7/8/20,-39.09
8188,Oklahoma,7/9/20,-47.08
8189,Oklahoma,7/10/20,-41.47
8190,Oklahoma,7/11/20,-41.64
8191,Oklahoma,7/12/20,-42.93
8192,Oklahoma,7/13/20,-63.74
8193,Oklahoma,7/14/20,-50.09
8194,Oklahoma,7/15/20,-44.65
8195,Oklahoma,7/16/20,-45.89
8196,Oklahoma,7/17/20,-35.89
8197,Oklahoma,7/18/20,-40.4
8198,Oklahoma,7/19/20,-44.53
8199,Oklahoma,7/20/20,-50.98
8200,Oklahoma,7/21/20,-46.57
8201,Oklahoma,7/22/20,-37.94
8202,Oklahoma,7/23/20,-39.92
8203,Oklahoma,7/24/20,-31.71
8204,Oklahoma,7/25/20,-37.28
8205,Oklahoma,7/26/20,-44.22
8206,Oklahoma,7/27/20,-59.29
8207,Oklahoma,7/28/20,-45.32
8208,Oklahoma,7/29/20,-40.78
8209,Oklahoma,7/30/20,-39.76
8210,Oklahoma,7/31/20,-24.46
8211,Oklahoma,8/1/20,-27.18
8212,Oklahoma,8/2/20,-33.32
8213,Oklahoma,8/3/20,-50.79
8214,Oklahoma,8/4/20,-40.64
8215,Oklahoma,8/5/20,-39.57
8216,Oklahoma,8/6/20,-29.66
8217,Oklahoma,8/7/20,-26.81
8218,Oklahoma,8/8/20,-29.47
8219,Oklahoma,8/9/20,-38.26
8220,Oklahoma,8/10/20,-47.57
8221,Oklahoma,8/11/20,-36.74
8222,Oklahoma,8/12/20,-36.51
8223,Oklahoma,8/13/20,-26.59
8224,Oklahoma,8/14/20,-23.37
8225,Oklahoma,8/15/20,-25.12
8226,Oklahoma,8/16/20,-33.61
8227,Oklahoma,8/17/20,-40.09
8228,Oklahoma,8/18/20,-35.99
8229,Oklahoma,8/19/20,-37.02
8230,Oklahoma,8/20/20,-28.7
8231,Oklahoma,8/21/20,-25.59
8232,Oklahoma,8/22/20,-28.11
8233,Oklahoma,8/23/20,-36.18
8234,Oklahoma,8/24/20,-45.41
8235,Oklahoma,8/25/20,-41.59
8236,Oklahoma,8/26/20,-36.42
8237,Oklahoma,8/27/20,-25.37
8238,Oklahoma,8/28/20,-16.44
8239,Oklahoma,8/29/20,-29.05
8240,Oklahoma,8/30/20,-40.68
8241,Oklahoma,8/31/20,-53.98
8242,Oklahoma,9/1/20,-15.71
8243,Oklahoma,9/2/20,-22.47
8244,Oklahoma,9/3/20,-24.93
8245,Oklahoma,9/4/20,-23.19
8246,Oklahoma,9/5/20,-1.59
8247,Oklahoma,9/6/20,-3.37
8248,Oklahoma,9/7/20,-52.57
8249,Oklahoma,9/8/20,-44.96
8250,Oklahoma,9/9/20,-45.01
8251,Oklahoma,9/10/20,-31.05
8252,Oklahoma,9/11/20,-17.68
8253,Oklahoma,9/12/20,-9.77
8254,Oklahoma,9/13/20,-30.48
8255,Oklahoma,9/14/20,-41.94
8256,Oklahoma,9/15/20,-30.6
8257,Oklahoma,9/16/20,-32.62
8258,Oklahoma,9/17/20,-27.12
8259,Oklahoma,9/18/20,-10.17
8260,Oklahoma,9/19/20,-2.93
8261,Oklahoma,9/20/20,-23.64
8262,Oklahoma,9/21/20,-39.96
8263,Oklahoma,9/22/20,-45.51
8264,Oklahoma,9/23/20,-41.74
8265,Oklahoma,9/24/20,-25.88
8266,Oklahoma,9/25/20,-22.55
8267,Oklahoma,9/26/20,-14.68
8268,Oklahoma,9/27/20,-42.38
8269,Oklahoma,9/28/20,-32.62
8270,Oklahoma,9/29/20,-25.35
8271,Oklahoma,9/30/20,-23.04
8272,Oklahoma,10/1/20,-16.99
8273,Oklahoma,10/2/20,-12.26
8274,Oklahoma,10/3/20,-9.59
8275,Oklahoma,10/4/20,-6.61
8276,Oklahoma,10/5/20,-26.61
8277,Oklahoma,10/6/20,-21.75
8278,Oklahoma,10/7/20,-21.7
8279,Oklahoma,10/8/20,-19.99
8280,Oklahoma,10/9/20,-8.86
8281,Oklahoma,10/10/20,1.02
8282,Oklahoma,10/11/20,-18.53
8283,Oklahoma,10/12/20,-33.46
8284,Oklahoma,10/13/20,-22.15
8285,Oklahoma,10/14/20,-20.43
8286,Oklahoma,10/15/20,-22.13
8287,Oklahoma,10/16/20,-18.14
8288,Oklahoma,10/17/20,-0.53
8289,Oklahoma,10/18/20,-32.34
8290,Oklahoma,10/19/20,-38.23
8291,Oklahoma,10/20/20,-31.04
8292,Oklahoma,10/21/20,-28.54
8293,Oklahoma,10/22/20,-20.48
8294,Oklahoma,10/23/20,-10.51
8295,Oklahoma,10/24/20,-11.45
8296,Oklahoma,10/25/20,-31.07
8297,Oklahoma,10/26/20,-72.2
8298,Oklahoma,10/27/20,-67.05
8299,Oklahoma,10/28/20,-36.55
8300,Oklahoma,10/29/20,-1.19
8301,Oklahoma,10/30/20,-14.31
8302,Oklahoma,10/31/20,-46.4
8303,Oklahoma,11/1/20,-28.74
8304,Oklahoma,11/2/20,-40.94
8305,Oklahoma,11/3/20,-40.78
8306,Oklahoma,11/4/20,-24.75
8307,Oklahoma,11/5/20,-24.86
8308,Oklahoma,11/6/20,-22.82
8309,Oklahoma,11/7/20,-12.62
8310,Oklahoma,11/8/20,-41.9
8311,Oklahoma,11/9/20,-32.88
8312,Oklahoma,11/10/20,-32.65
8313,Oklahoma,11/11/20,-22.55
8314,Oklahoma,11/12/20,-36.11
8315,Oklahoma,11/13/20,-24.35
8316,Oklahoma,11/14/20,-16.89
8317,Oklahoma,11/15/20,-38.38
8318,Oklahoma,11/16/20,-48.56
8319,Oklahoma,11/17/20,-41.36
8320,Oklahoma,11/18/20,-35.42
8321,Oklahoma,11/19/20,-37.28
8322,Oklahoma,11/20/20,-32.2
8323,Oklahoma,11/21/20,-38.69
8324,Oklahoma,11/22/20,-45.75
8325,Oklahoma,11/23/20,-55.22
8326,Oklahoma,11/24/20,-45.35
8327,Oklahoma,11/25/20,-43.22
8328,Oklahoma,11/26/20,-65.78
8329,Oklahoma,11/27/20,-38.64
8330,Oklahoma,11/28/20,-18.1
8331,Oklahoma,11/29/20,-48.98
8332,Oklahoma,11/30/20,-58.71
8333,Oklahoma,12/1/20,-54.53
8334,Oklahoma,12/2/20,-56.18
8335,Oklahoma,12/3/20,-50.67
8336,Oklahoma,12/4/20,-32.16
8337,Oklahoma,12/5/20,-34.23
8338,Oklahoma,12/6/20,-45.71
8339,Oklahoma,12/7/20,-53.27
8340,Oklahoma,12/8/20,-51.46
8341,Oklahoma,12/9/20,-48.71
8342,Oklahoma,12/10/20,-50.55
8343,Oklahoma,12/11/20,-43.0
8344,Oregon,2/18/20,4.0
8345,Oregon,2/19/20,-1.0
8346,Oregon,2/20/20,4.0
8347,Oregon,2/21/20,9.0
8348,Oregon,2/22/20,7.0
8349,Oregon,2/23/20,20.0
8350,Oregon,2/24/20,12.0
8351,Oregon,2/25/20,-1.0
8352,Oregon,2/26/20,15.0
8353,Oregon,2/27/20,3.0
8354,Oregon,2/28/20,-3.0
8355,Oregon,2/29/20,3.0
8356,Oregon,3/1/20,6.0
8357,Oregon,3/2/20,8.0
8358,Oregon,3/3/20,-8.0
8359,Oregon,3/4/20,-3.0
8360,Oregon,3/5/20,-3.0
8361,Oregon,3/6/20,-4.0
8362,Oregon,3/7/20,-7.0
8363,Oregon,3/8/20,0.0
8364,Oregon,3/9/20,-15.0
8365,Oregon,3/10/20,-13.0
8366,Oregon,3/11/20,-22.0
8367,Oregon,3/12/20,-33.0
8368,Oregon,3/13/20,-40.0
8369,Oregon,3/14/20,-47.0
8370,Oregon,3/15/20,-55.0
8371,Oregon,3/16/20,-61.0
8372,Oregon,3/17/20,-99.0
8373,Oregon,3/18/20,-100.0
8374,Oregon,3/19/20,-100.0
8375,Oregon,3/20/20,-100.0
8376,Oregon,3/21/20,-100.0
8377,Oregon,3/22/20,-100.0
8378,Oregon,3/23/20,-100.0
8379,Oregon,3/24/20,-100.0
8380,Oregon,3/25/20,-100.0
8381,Oregon,3/26/20,-100.0
8382,Oregon,3/27/20,-100.0
8383,Oregon,3/28/20,-100.0
8384,Oregon,3/29/20,-100.0
8385,Oregon,3/30/20,-100.0
8386,Oregon,3/31/20,-100.0
8387,Oregon,4/1/20,-100.0
8388,Oregon,4/2/20,-100.0
8389,Oregon,4/3/20,-100.0
8390,Oregon,4/4/20,-100.0
8391,Oregon,4/5/20,-100.0
8392,Oregon,4/6/20,-100.0
8393,Oregon,4/7/20,-100.0
8394,Oregon,4/8/20,-100.0
8395,Oregon,4/9/20,-100.0
8396,Oregon,4/10/20,-100.0
8397,Oregon,4/11/20,-100.0
8398,Oregon,4/12/20,-100.0
8399,Oregon,4/13/20,-100.0
8400,Oregon,4/14/20,-100.0
8401,Oregon,4/15/20,-100.0
8402,Oregon,4/16/20,-100.0
8403,Oregon,4/17/20,-100.0
8404,Oregon,4/18/20,-100.0
8405,Oregon,4/19/20,-100.0
8406,Oregon,4/20/20,-100.0
8407,Oregon,4/21/20,-100.0
8408,Oregon,4/22/20,-100.0
8409,Oregon,4/23/20,-100.0
8410,Oregon,4/24/20,-100.0
8411,Oregon,4/25/20,-100.0
8412,Oregon,4/26/20,-100.0
8413,Oregon,4/27/20,-100.0
8414,Oregon,4/28/20,-100.0
8415,Oregon,4/29/20,-100.0
8416,Oregon,4/30/20,-100.0
8417,Oregon,5/1/20,-100.0
8418,Oregon,5/2/20,-100.0
8419,Oregon,5/3/20,-100.0
8420,Oregon,5/4/20,-100.0
8421,Oregon,5/5/20,-100.0
8422,Oregon,5/6/20,-100.0
8423,Oregon,5/7/20,-100.0
8424,Oregon,5/8/20,-100.0
8425,Oregon,5/9/20,-100.0
8426,Oregon,5/10/20,-100.0
8427,Oregon,5/11/20,-99.93
8428,Oregon,5/12/20,-100.0
8429,Oregon,5/13/20,-99.69
8430,Oregon,5/14/20,-100.0
8431,Oregon,5/15/20,-98.62
8432,Oregon,5/16/20,-98.11
8433,Oregon,5/17/20,-97.71
8434,Oregon,5/18/20,-98.47
8435,Oregon,5/19/20,-97.9
8436,Oregon,5/20/20,-96.72
8437,Oregon,5/21/20,-95.9
8438,Oregon,5/22/20,-92.16
8439,Oregon,5/23/20,-92.43
8440,Oregon,5/24/20,-92.42
8441,Oregon,5/25/20,-89.76
8442,Oregon,5/26/20,-86.65
8443,Oregon,5/27/20,-86.46
8444,Oregon,5/28/20,-85.47
8445,Oregon,5/29/20,-83.63
8446,Oregon,5/30/20,-85.43
8447,Oregon,5/31/20,-84.46
8448,Oregon,6/1/20,-77.65
8449,Oregon,6/2/20,-80.17
8450,Oregon,6/3/20,-75.61
8451,Oregon,6/4/20,-74.16
8452,Oregon,6/5/20,-73.74
8453,Oregon,6/6/20,-74.99
8454,Oregon,6/7/20,-73.54
8455,Oregon,6/8/20,-73.56
8456,Oregon,6/9/20,-76.27
8457,Oregon,6/10/20,-74.61
8458,Oregon,6/11/20,-71.16
8459,Oregon,6/12/20,-74.27
8460,Oregon,6/13/20,-70.98
8461,Oregon,6/14/20,-81.96
8462,Oregon,6/15/20,-75.37
8463,Oregon,6/16/20,-74.52
8464,Oregon,6/17/20,-70.45
8465,Oregon,6/18/20,-67.72
8466,Oregon,6/19/20,-64.22
8467,Oregon,6/20/20,-62.84
8468,Oregon,6/21/20,-41.56
8469,Oregon,6/22/20,-68.18
8470,Oregon,6/23/20,-69.71
8471,Oregon,6/24/20,-65.67
8472,Oregon,6/25/20,-60.77
8473,Oregon,6/26/20,-60.42
8474,Oregon,6/27/20,-58.47
8475,Oregon,6/28/20,-61.68
8476,Oregon,6/29/20,-64.52
8477,Oregon,6/30/20,-62.07
8478,Oregon,7/1/20,-65.78
8479,Oregon,7/2/20,-45.2
8480,Oregon,7/3/20,-59.08
8481,Oregon,7/4/20,-76.91
8482,Oregon,7/5/20,-58.47
8483,Oregon,7/6/20,-65.85
8484,Oregon,7/7/20,-65.74
8485,Oregon,7/8/20,-62.98
8486,Oregon,7/9/20,-64.9
8487,Oregon,7/10/20,-62.32
8488,Oregon,7/11/20,-57.47
8489,Oregon,7/12/20,-62.59
8490,Oregon,7/13/20,-67.16
8491,Oregon,7/14/20,-63.75
8492,Oregon,7/15/20,-63.0
8493,Oregon,7/16/20,-63.7
8494,Oregon,7/17/20,-59.23
8495,Oregon,7/18/20,-56.37
8496,Oregon,7/19/20,-60.84
8497,Oregon,7/20/20,-66.69
8498,Oregon,7/21/20,-67.81
8499,Oregon,7/22/20,-65.33
8500,Oregon,7/23/20,-63.27
8501,Oregon,7/24/20,-61.66
8502,Oregon,7/25/20,-58.07
8503,Oregon,7/26/20,-62.13
8504,Oregon,7/27/20,-68.9
8505,Oregon,7/28/20,-64.85
8506,Oregon,7/29/20,-61.85
8507,Oregon,7/30/20,-61.09
8508,Oregon,7/31/20,-55.87
8509,Oregon,8/1/20,-55.66
8510,Oregon,8/2/20,-55.54
8511,Oregon,8/3/20,-63.18
8512,Oregon,8/4/20,-61.08
8513,Oregon,8/5/20,-57.45
8514,Oregon,8/6/20,-56.77
8515,Oregon,8/7/20,-54.7
8516,Oregon,8/8/20,-51.75
8517,Oregon,8/9/20,-52.26
8518,Oregon,8/10/20,-55.85
8519,Oregon,8/11/20,-55.93
8520,Oregon,8/12/20,-56.86
8521,Oregon,8/13/20,-53.57
8522,Oregon,8/14/20,-48.3
8523,Oregon,8/15/20,-51.86
8524,Oregon,8/16/20,-54.35
8525,Oregon,8/17/20,-55.84
8526,Oregon,8/18/20,-55.76
8527,Oregon,8/19/20,-53.69
8528,Oregon,8/20/20,-54.71
8529,Oregon,8/21/20,-52.33
8530,Oregon,8/22/20,-47.34
8531,Oregon,8/23/20,-45.1
8532,Oregon,8/24/20,-54.12
8533,Oregon,8/25/20,-48.28
8534,Oregon,8/26/20,-45.68
8535,Oregon,8/27/20,-44.57
8536,Oregon,8/28/20,-44.34
8537,Oregon,8/29/20,-37.91
8538,Oregon,8/30/20,-50.57
8539,Oregon,8/31/20,-50.88
8540,Oregon,9/1/20,-37.01
8541,Oregon,9/2/20,-40.59
8542,Oregon,9/3/20,-41.44
8543,Oregon,9/4/20,-40.09
8544,Oregon,9/5/20,-31.31
8545,Oregon,9/6/20,-20.08
8546,Oregon,9/7/20,-42.93
8547,Oregon,9/8/20,-60.94
8548,Oregon,9/9/20,-58.75
8549,Oregon,9/10/20,-59.95
8550,Oregon,9/11/20,-72.69
8551,Oregon,9/12/20,-66.53
8552,Oregon,9/13/20,-68.96
8553,Oregon,9/14/20,-71.07
8554,Oregon,9/15/20,-69.49
8555,Oregon,9/16/20,-61.92
8556,Oregon,9/17/20,-64.06
8557,Oregon,9/18/20,-53.75
8558,Oregon,9/19/20,-45.54
8559,Oregon,9/20/20,-39.41
8560,Oregon,9/21/20,-51.59
8561,Oregon,9/22/20,-51.43
8562,Oregon,9/23/20,-58.3
8563,Oregon,9/24/20,-46.52
8564,Oregon,9/25/20,-48.42
8565,Oregon,9/26/20,-40.95
8566,Oregon,9/27/20,-35.21
8567,Oregon,9/28/20,-40.76
8568,Oregon,9/29/20,-50.45
8569,Oregon,9/30/20,-36.34
8570,Oregon,10/1/20,-39.56
8571,Oregon,10/2/20,-39.07
8572,Oregon,10/3/20,-36.1
8573,Oregon,10/4/20,-37.45
8574,Oregon,10/5/20,-38.46
8575,Oregon,10/6/20,-44.09
8576,Oregon,10/7/20,-47.18
8577,Oregon,10/8/20,-46.86
8578,Oregon,10/9/20,-37.21
8579,Oregon,10/10/20,-42.59
8580,Oregon,10/11/20,-43.6
8581,Oregon,10/12/20,-44.54
8582,Oregon,10/13/20,-53.36
8583,Oregon,10/14/20,-48.48
8584,Oregon,10/15/20,-44.42
8585,Oregon,10/16/20,-39.19
8586,Oregon,10/17/20,-34.89
8587,Oregon,10/18/20,-38.84
8588,Oregon,10/19/20,-51.48
8589,Oregon,10/20/20,-52.63
8590,Oregon,10/21/20,-50.35
8591,Oregon,10/22/20,-51.37
8592,Oregon,10/23/20,-46.25
8593,Oregon,10/24/20,-36.12
8594,Oregon,10/25/20,-40.46
8595,Oregon,10/26/20,-50.2
8596,Oregon,10/27/20,-52.85
8597,Oregon,10/28/20,-40.77
8598,Oregon,10/29/20,-14.62
8599,Oregon,10/30/20,-39.04
8600,Oregon,10/31/20,-53.01
8601,Oregon,11/1/20,-35.8
8602,Oregon,11/2/20,-49.79
8603,Oregon,11/3/20,-66.7
8604,Oregon,11/4/20,-52.57
8605,Oregon,11/5/20,-51.01
8606,Oregon,11/6/20,-44.43
8607,Oregon,11/7/20,-45.62
8608,Oregon,11/8/20,-52.88
8609,Oregon,11/9/20,-61.96
8610,Oregon,11/10/20,-49.08
8611,Oregon,11/11/20,-44.33
8612,Oregon,11/12/20,-56.01
8613,Oregon,11/13/20,-57.22
8614,Oregon,11/14/20,-51.2
8615,Oregon,11/15/20,-49.56
8616,Oregon,11/16/20,-53.5
8617,Oregon,11/17/20,-46.75
8618,Oregon,11/18/20,-99.56
8619,Oregon,11/19/20,-99.51
8620,Oregon,11/20/20,-99.79
8621,Oregon,11/21/20,-99.3
8622,Oregon,11/22/20,-99.77
8623,Oregon,11/23/20,-99.95
8624,Oregon,11/24/20,-99.81
8625,Oregon,11/25/20,-99.32
8626,Oregon,11/26/20,-93.78
8627,Oregon,11/27/20,-99.5
8628,Oregon,11/28/20,-99.46
8629,Oregon,11/29/20,-99.8
8630,Oregon,11/30/20,-99.96
8631,Oregon,12/1/20,-99.85
8632,Oregon,12/2/20,-99.4
8633,Oregon,12/3/20,-94.21
8634,Oregon,12/4/20,-92.27
8635,Oregon,12/5/20,-90.98
8636,Oregon,12/6/20,-93.24
8637,Oregon,12/7/20,-95.43
8638,Oregon,12/8/20,-95.25
8639,Oregon,12/9/20,-94.54
8640,Oregon,12/10/20,-94.3
8641,Oregon,12/11/20,-93.17
8642,Pennsylvania,2/18/20,3.0
8643,Pennsylvania,2/19/20,63.0
8644,Pennsylvania,2/20/20,0.0
8645,Pennsylvania,2/21/20,-3.0
8646,Pennsylvania,2/22/20,1.0
8647,Pennsylvania,2/23/20,3.0
8648,Pennsylvania,2/24/20,0.0
8649,Pennsylvania,2/25/20,-5.0
8650,Pennsylvania,2/26/20,-3.0
8651,Pennsylvania,2/27/20,-3.0
8652,Pennsylvania,2/28/20,1.0
8653,Pennsylvania,2/29/20,1.0
8654,Pennsylvania,3/1/20,30.0
8655,Pennsylvania,3/2/20,3.0
8656,Pennsylvania,3/3/20,-6.0
8657,Pennsylvania,3/4/20,0.0
8658,Pennsylvania,3/5/20,2.0
8659,Pennsylvania,3/6/20,-9.0
8660,Pennsylvania,3/7/20,-3.0
8661,Pennsylvania,3/8/20,2.0
8662,Pennsylvania,3/9/20,-7.0
8663,Pennsylvania,3/10/20,-18.0
8664,Pennsylvania,3/11/20,-17.0
8665,Pennsylvania,3/12/20,-35.0
8666,Pennsylvania,3/13/20,-44.0
8667,Pennsylvania,3/14/20,-51.0
8668,Pennsylvania,3/15/20,-56.0
8669,Pennsylvania,3/16/20,-68.0
8670,Pennsylvania,3/17/20,-100.0
8671,Pennsylvania,3/18/20,-100.0
8672,Pennsylvania,3/19/20,-100.0
8673,Pennsylvania,3/20/20,-100.0
8674,Pennsylvania,3/21/20,-100.0
8675,Pennsylvania,3/22/20,-100.0
8676,Pennsylvania,3/23/20,-100.0
8677,Pennsylvania,3/24/20,-100.0
8678,Pennsylvania,3/25/20,-100.0
8679,Pennsylvania,3/26/20,-100.0
8680,Pennsylvania,3/27/20,-100.0
8681,Pennsylvania,3/28/20,-100.0
8682,Pennsylvania,3/29/20,-100.0
8683,Pennsylvania,3/30/20,-100.0
8684,Pennsylvania,3/31/20,-100.0
8685,Pennsylvania,4/1/20,-100.0
8686,Pennsylvania,4/2/20,-100.0
8687,Pennsylvania,4/3/20,-100.0
8688,Pennsylvania,4/4/20,-100.0
8689,Pennsylvania,4/5/20,-100.0
8690,Pennsylvania,4/6/20,-100.0
8691,Pennsylvania,4/7/20,-100.0
8692,Pennsylvania,4/8/20,-100.0
8693,Pennsylvania,4/9/20,-100.0
8694,Pennsylvania,4/10/20,-100.0
8695,Pennsylvania,4/11/20,-100.0
8696,Pennsylvania,4/12/20,-100.0
8697,Pennsylvania,4/13/20,-100.0
8698,Pennsylvania,4/14/20,-100.0
8699,Pennsylvania,4/15/20,-100.0
8700,Pennsylvania,4/16/20,-100.0
8701,Pennsylvania,4/17/20,-100.0
8702,Pennsylvania,4/18/20,-100.0
8703,Pennsylvania,4/19/20,-100.0
8704,Pennsylvania,4/20/20,-100.0
8705,Pennsylvania,4/21/20,-100.0
8706,Pennsylvania,4/22/20,-100.0
8707,Pennsylvania,4/23/20,-100.0
8708,Pennsylvania,4/24/20,-100.0
8709,Pennsylvania,4/25/20,-100.0
8710,Pennsylvania,4/26/20,-100.0
8711,Pennsylvania,4/27/20,-100.0
8712,Pennsylvania,4/28/20,-100.0
8713,Pennsylvania,4/29/20,-100.0
8714,Pennsylvania,4/30/20,-100.0
8715,Pennsylvania,5/1/20,-100.0
8716,Pennsylvania,5/2/20,-100.0
8717,Pennsylvania,5/3/20,-100.0
8718,Pennsylvania,5/4/20,-100.0
8719,Pennsylvania,5/5/20,-100.0
8720,Pennsylvania,5/6/20,-100.0
8721,Pennsylvania,5/7/20,-100.0
8722,Pennsylvania,5/8/20,-100.0
8723,Pennsylvania,5/9/20,-100.0
8724,Pennsylvania,5/10/20,-100.0
8725,Pennsylvania,5/11/20,-99.99
8726,Pennsylvania,5/12/20,-100.0
8727,Pennsylvania,5/13/20,-100.0
8728,Pennsylvania,5/14/20,-99.9
8729,Pennsylvania,5/15/20,-99.72
8730,Pennsylvania,5/16/20,-99.59
8731,Pennsylvania,5/17/20,-99.84
8732,Pennsylvania,5/18/20,-99.86
8733,Pennsylvania,5/19/20,-99.99
8734,Pennsylvania,5/20/20,-99.98
8735,Pennsylvania,5/21/20,-99.95
8736,Pennsylvania,5/22/20,-99.79
